LCLid,stdorToU,DateTime,KWH/hh (per half hour) ,Acorn,Acorn_grouped
MAC000002,Std,2012-10-31 08:00:00.0000000, 0.148 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 08:30:00.0000000, 0.154 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 09:00:00.0000000, 0.207 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 09:30:00.0000000, 0.325 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 10:00:00.0000000, 0.386 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 10:30:00.0000000, 0.848 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 11:00:00.0000000, 1.437 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 11:30:00.0000000, 0.831 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 12:00:00.0000000, 0.438 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 12:30:00.0000000, 0.267 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 13:00:00.0000000, 0.752 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 13:30:00.0000000, 0.288 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 14:00:00.0000000, 0.18 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 14:30:00.0000000, 0.177 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 15:00:00.0000000, 0.138 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 15:30:00.0000000, 0.187 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 16:00:00.0000000, 0.141 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 16:30:00.0000000, 0.174 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 17:00:00.0000000, 0.162 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 17:30:00.0000000, 0.309 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 18:00:00.0000000, 0.249 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 18:30:00.0000000, 0.619 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 19:00:00.0000000, 0.346 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 19:30:00.0000000, 0.291 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 20:00:00.0000000, 0.333 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 20:30:00.0000000, 0.368 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 21:00:00.0000000, 0.951 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 21:30:00.0000000, 1.4450001 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 22:00:00.0000000, 0.946 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 22:30:00.0000000, 0.305 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 23:00:00.0000000, 0.243 ,ACORN-A,Affluent
MAC000002,Std,2012-10-31 23:30:00.0000000, 0.252 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 00:00:00.0000000, 0.252 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 00:30:00.0000000, 0.241 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 01:00:00.0000000, 0.23 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 01:30:00.0000000, 0.209 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 02:00:00.0000000, 0.231 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 02:30:00.0000000, 0.193 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 03:00:00.0000000, 0.186 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 03:30:00.0000000, 0.148 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 04:00:00.0000000, 0.183 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 04:30:00.0000000, 0.147 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 05:00:00.0000000, 0.184 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 05:30:00.0000000, 0.142 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 06:00:00.0000000, 0.183 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 06:30:00.0000000, 0.139 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 07:00:00.0000000, 0.182 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 07:30:00.0000000, 0.139 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 08:00:00.0000000, 0.179 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 08:30:00.0000000, 0.148 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 09:00:00.0000000, 0.254 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 09:30:00.0000000, 0.232 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 10:00:00.0000000, 0.607 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 10:30:00.0000000, 0.395 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 11:00:00.0000000, 0.204 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 11:30:00.0000000, 0.162 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 12:00:00.0000000, 0.161 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 12:30:00.0000000, 0.747 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 13:00:00.0000000, 0.176 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 13:30:00.0000000, 0.185 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 14:00:00.0000000, 0.174 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 14:30:00.0000000, 0.18 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 15:00:00.0000000, 0.17 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 15:30:00.0000000, 0.185 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 16:00:00.0000000, 0.133 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 16:30:00.0000000, 0.221 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 17:00:00.0000000, 0.127 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 17:30:00.0000000, 0.227 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 18:00:00.0000000, 0.36 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 18:30:00.0000000, 0.356 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 19:00:00.0000000, 0.315 ,ACORN-A,Affluent
MAC000002,Std,2012-11-01 19:30:00.0000000, 0.332 ,ACORN-A,Affluent
